0, 1
0.0125534, 1
0.0251069, 0.999842
0.0376603, 0.999527
0.0502138, 0.999055
0.0627672, 0.998424
0.0753207, 0.997637
0.0878741, 0.996692
0.100428, 0.995591
0.112981, 0.994332
0.125534, 0.992917
0.138088, 0.991345
0.150641, 0.989617
0.163195, 0.987733
0.175748, 0.985693
0.188302, 0.983498
0.200855, 0.981148
0.213409, 0.978644
0.225962, 0.975985
0.238515, 0.973172
0.251069, 0.970206
0.263622, 0.967088
0.276176, 0.963816
0.288729, 0.960393
0.301283, 0.956819
0.313836, 0.953093
0.32639, 0.949218
0.338943, 0.945193
0.351497, 0.941019
0.36405, 0.936697
0.376603, 0.932227
0.389157, 0.92761
0.40171, 0.922847
0.414264, 0.917938
0.426817, 0.912885
0.439371, 0.907688
0.451924, 0.902348
0.464478, 0.896866
0.477031, 0.891243
0.489584, 0.885479
0.502138, 0.879575
0.514691, 0.873533
0.527245, 0.867353
0.539798, 0.861037
0.552352, 0.854585
0.564905, 0.847998
0.577459, 0.841277
0.590012, 0.834424
0.602565, 0.82744
0.615119, 0.820325
0.627672, 0.81308
0.640226, 0.805708
0.652779, 0.798209
0.665333, 0.790584
0.677886, 0.782834
0.69044, 0.774961
0.702993, 0.766966
0.715546, 0.75885
0.7281, 0.750614
0.740653, 0.74226
0.753207, 0.733789
0.76576, 0.725203
0.778314, 0.716502
0.790867, 0.707688
0.803421, 0.698763
0.815974, 0.689727
0.828527, 0.680583
0.841081, 0.671332
0.853634, 0.661975
0.866188, 0.652513
0.878741, 0.642949
0.891295, 0.633284
0.903848, 0.623518
0.916402, 0.613655
0.928955, 0.603694
0.941508, 0.593639
0.954062, 0.58349
0.966615, 0.573249
0.979169, 0.562917
0.991722, 0.552497
1.00428, 0.54199
1.01683, 0.531398
1.02938, 0.520721
1.04194, 0.509963
1.05449, 0.499124
1.06704, 0.488207
1.0796, 0.477213
1.09215, 0.466143
1.1047, 0.455
1.11726, 0.443786
1.12981, 0.432501
1.14236, 0.421148
1.15492, 0.409729
1.16747, 0.398246
1.18002, 0.386699
1.19258, 0.375092
1.20513, 0.363425
1.21768, 0.351702
1.23024, 0.339922
1.24279, 0.32809
1.25534, 0.316205
1.2679, 0.304271
1.28045, 0.292289
1.293, 0.28026
1.30556, 0.268188
1.31811, 0.256073
1.33067, 0.243918
1.34322, 0.231725
1.35577, 0.219495
1.36833, 0.20723
1.38088, 0.194933
1.39343, 0.182605
1.40599, 0.170248
1.41854, 0.157864
1.43109, 0.145456
1.44365, 0.133024
1.4562, 0.120572
1.46875, 0.108101
1.48131, 0.0956123
1.49386, 0.0831088
1.50641, 0.0705922
1.51897, 0.0580646
1.53152, 0.0455277
1.54407, 0.0329837
1.55663, 0.0204345
1.56918, 0.00788204
1.58173, -0.00467164
1.59429, -0.0172246
1.60684, -0.0297748
1.61939, -0.0423203
1.63195, -0.0548592
1.6445, -0.0673894
1.65705, -0.079909
1.66961, -0.092416
1.68216, -0.104908
1.69472, -0.117384
1.70727, -0.129842
1.71982, -0.142279
1.73238, -0.154693
1.74493, -0.167083
1.75748, -0.179447
1.77004, -0.191783
1.78259, -0.204088
1.79514, -0.216361
1.8077, -0.2286
1.82025, -0.240803
1.8328, -0.252968
1.84536, -0.265094
1.85791, -0.277177
1.87046, -0.289217
1.88302, -0.301211
1.89557, -0.313158
1.90812, -0.325055
1.92068, -0.336901
1.93323, -0.348694
1.94578, -0.360432
1.95834, -0.372114
1.97089, -0.383736
1.98344, -0.395299
1.996, -0.406799
2.00855, -0.418234
2.0211, -0.429604
2.03366, -0.440906
2.04621, -0.452139
2.05877, -0.463301
2.07132, -0.474389
2.08387, -0.485403
2.09643, -0.49634
2.10898, -0.507199
2.12153, -0.517978
2.13409, -0.528675
2.14664, -0.539289
2.15919, -0.549818
2.17175, -0.560261
2.1843, -0.570615
2.19685, -0.580879
2.20941, -0.591052
2.22196, -0.601132
2.23451, -0.611116
2.24707, -0.621005
2.25962, -0.630796
2.27217, -0.640487
2.28473, -0.650077
2.29728, -0.659565
2.30983, -0.668949
2.32239, -0.678228
2.33494, -0.687399
2.34749, -0.696462
2.36005, -0.705416
2.3726, -0.714258
2.38515, -0.722988
2.39771, -0.731604
2.41026, -0.740105
2.42282, -0.748489
2.43537, -0.756755
2.44792, -0.764902
2.46048, -0.772928
2.47303, -0.780832
2.48558, -0.788614
2.49814, -0.796271
2.51069, -0.803802
2.52324, -0.811207
2.5358, -0.818484
2.54835, -0.825632
2.5609, -0.83265
2.57346, -0.839537
2.58601, -0.846292
2.59856, -0.852913
2.61112, -0.859399
2.62367, -0.865751
2.63622, -0.871966
2.64878, -0.878043
2.66133, -0.883982
2.67388, -0.889782
2.68644, -0.895441
2.69899, -0.90096
2.71154, -0.906336
2.7241, -0.91157
2.73665, -0.91666
2.7492, -0.921605
2.76176, -0.926406
2.77431, -0.93106
2.78687, -0.935567
2.79942, -0.939928
2.81197, -0.94414
2.82453, -0.948203
2.83708, -0.952117
2.84963, -0.95588
2.86219, -0.959493
2.87474, -0.962955
2.88729, -0.966265
2.89985, -0.969423
2.9124, -0.972428
2.92495, -0.97528
2.93751, -0.977978
2.95006, -0.980523
2.96261, -0.982912
2.97517, -0.985147
2.98772, -0.987226
3.00027, -0.98915
3.01283, -0.990918
3.02538, -0.99253
3.03793, -0.993985
3.05049, -0.995284
3.06304, -0.996426
3.07559, -0.99741
3.08815, -0.998238
3.1007, -0.998908
3.11325, -0.999421
3.12581, -0.999777
3.13836, -0.999975
3.15092, -1.00001
3.16347, -0.999898
3.17602, -0.999623
3.18858, -0.99919
3.20113, -0.998601
3.21368, -0.997853
3.22624, -0.996949
3.23879, -0.995887
3.25134, -0.994669
3.2639, -0.993294
3.27645, -0.991762
3.289, -0.990074
3.30156, -0.98823
3.31411, -0.98623
3.32666, -0.984074
3.33922, -0.981764
3.35177, -0.979299
3.36432, -0.97668
3.37688, -0.973906
3.38943, -0.97098
3.40198, -0.9679
3.41454, -0.964667
3.42709, -0.961283
3.43964, -0.957747
3.4522, -0.95406
3.46475, -0.950223
3.4773, -0.946236
3.48986, -0.9421
3.50241, -0.937816
3.51497, -0.933384
3.52752, -0.928804
3.54007, -0.924079
3.55263, -0.919207
3.56518, -0.914191
3.57773, -0.909031
3.59029, -0.903728
3.60284, -0.898282
3.61539, -0.892694
3.62795, -0.886966
3.6405, -0.881098
3.65305, -0.875091
3.66561, -0.868947
3.67816, -0.862665
3.69071, -0.856247
3.70327, -0.849695
3.71582, -0.843009
3.72837, -0.836189
3.74093, -0.829238
3.75348, -0.822157
3.76603, -0.814945
3.77859, -0.807606
3.79114, -0.800139
